sample_index,pid,split,dataset_file_path,image_path,raw_path,original_width,original_height
41,314,train,HoGuom_00/00315_00010275.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00315_00010275.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00041_pid314_HoGuom_00_00315_00010275.raw,259,546
42,1656,train,DHHN_HVBCVT_00/01657_00043110.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01657_00043110.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00042_pid1656_DHHN_HVBCVT_00_01657_00043110.raw,80,259
43,1272,train,HoGuom_01/01273_00007770.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01273_00007770.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00043_pid1272_HoGuom_01_01273_00007770.raw,76,173
44,681,train,HoGuom_00/00682_00009730.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00682_00009730.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00044_pid681_HoGuom_00_00682_00009730.raw,198,690
45,913,train,HoGuom_01/00914_00005070.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00914_00005070.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00045_pid913_HoGuom_01_00914_00005070.raw,70,181
46,94,train,HoGuom_00/00095_00001075.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00095_00001075.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00046_pid94_HoGuom_00_00095_00001075.raw,75,167
47,1679,train,DHHN_HVBCVT_00/01680_00001335.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01680_00001335.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00047_pid1679_DHHN_HVBCVT_00_01680_00001335.raw,93,238
48,727,train,HoGuom_00/00728_00012325.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00728_00012325.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00048_pid727_HoGuom_00_00728_00012325.raw,85,276
49,733,train,HoGuom_00/00734_00012555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00734_00012555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00049_pid733_HoGuom_00_00734_00012555.raw,85,251
50,538,train,HoGuom_00/00539_00003555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00539_00003555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00050_pid538_HoGuom_00_00539_00003555.raw,186,508
51,1145,train,HoGuom_01/01146_00002040.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01146_00002040.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00051_pid1145_HoGuom_01_01146_00002040.raw,134,313
52,385,train,HoGuom_00/00386_00012850.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00386_00012850.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00052_pid385_HoGuom_00_00386_00012850.raw,183,609
53,1000,train,HoGuom_01/01001_00010015.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01001_00010015.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00053_pid1000_HoGuom_01_01001_00010015.raw,63,164
54,1155,train,HoGuom_01/01156_00000120.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01156_00000120.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00054_pid1155_HoGuom_01_01156_00000120.raw,101,145
55,1287,train,HoGuom_01/01288_00006660.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01288_00006660.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00055_pid1287_HoGuom_01_01288_00006660.raw,98,269
56,1033,train,HoGuom_01/01034_00000061.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01034_00000061.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00056_pid1033_HoGuom_01_01034_00000061.raw,122,280
57,1435,train,HoGuom_01/01436_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01436_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00057_pid1435_HoGuom_01_01436_2.raw,93,361
58,541,train,HoGuom_00/00542_00003610.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00542_00003610.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00058_pid541_HoGuom_00_00542_00003610.raw,238,578
59,14,train,TEST_DATA/Person15.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person15.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00059_pid14_TEST_DATA_Person15.2_output_6.raw,91,264
60,1540,train,DHHN_HVBCVT_00/01541_00001590.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01541_00001590.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00060_pid1540_DHHN_HVBCVT_00_01541_00001590.raw,213,662
61,635,train,HoGuom_00/00636_00007545.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00636_00007545.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00061_pid635_HoGuom_00_00636_00007545.raw,73,203
62,839,train,HoGuom_01/00840_00009480.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00840_00009480.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00062_pid839_HoGuom_01_00840_00009480.raw,81,195
63,1144,train,HoGuom_01/01145_00000735.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01145_00000735.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00063_pid1144_HoGuom_01_01145_00000735.raw,171,509
64,143,train,HoGuom_00/00144_00003080.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00144_00003080.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00064_pid143_HoGuom_00_00144_00003080.raw,217,447
65,918,train,HoGuom_01/00919_00008460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00919_00008460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00065_pid918_HoGuom_01_00919_00008460.raw,76,203
66,671,train,HoGuom_00/00672_00008740.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00672_00008740.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00066_pid671_HoGuom_00_00672_00008740.raw,100,261
67,65,train,TEST_DATA/Person66.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person66.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00067_pid65_TEST_DATA_Person66.2_output_6.raw,121,269
68,740,train,HoGuom_00/00741_00012235.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00741_00012235.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00068_pid740_HoGuom_00_00741_00012235.raw,76,208
69,1332,train,HoGuom_01/01333_00005715.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01333_00005715.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00069_pid1332_HoGuom_01_01333_00005715.raw,82,252
70,487,train,HoGuom_00/00488_00017380.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00488_00017380.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00070_pid487_HoGuom_00_00488_00017380.raw,167,541
71,1009,train,HoGuom_01/01010_00000795.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01010_00000795.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00071_pid1009_HoGuom_01_01010_00000795.raw,163,329
72,418,train,HoGuom_00/00419_00014645.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00419_00014645.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00072_pid418_HoGuom_00_00419_00014645.raw,217,538
73,105,train,HoGuom_00/00106_00001870.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00106_00001870.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00073_pid105_HoGuom_00_00106_00001870.raw,119,284
74,63,train,TEST_DATA/Person64.2/output_9.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person64.2/output_9.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00074_pid63_TEST_DATA_Person64.2_output_9.raw,117,256
75,1632,train,DHHN_HVBCVT_00/01633_00033150.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01633_00033150.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00075_pid1632_DHHN_HVBCVT_00_01633_00033150.raw,64,138
76,336,train,HoGuom_00/00337_00010720.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00337_00010720.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00076_pid336_HoGuom_00_00337_00010720.raw,120,241
77,1266,train,HoGuom_01/01267_00004440.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01267_00004440.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00077_pid1266_HoGuom_01_01267_00004440.raw,215,687
78,1957,train,DHGTVT_00/01958_00014460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHGTVT_00/01958_00014460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00078_pid1957_DHGTVT_00_01958_00014460.raw,87,308
79,122,train,HoGuom_00/00123_00002520.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00123_00002520.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_500/raw/00079_pid122_HoGuom_00_00123_00002520.raw,86,283
