sample_index,pid,caption,num_tokens
822,-1,,39
823,-1,,52
824,-1,,47
825,-1,,39
826,-1,,49
827,-1,,45
828,-1,,49
829,-1,,31
830,-1,,59
831,-1,,39
832,-1,,38
833,-1,,64
834,-1,,43
835,-1,,64
836,-1,,51
837,-1,,64
838,-1,,49
839,-1,,52
840,-1,,44
841,-1,,54
842,-1,,49
843,-1,,62
844,-1,,50
845,-1,,64
846,-1,,46
847,-1,,64
848,-1,,57
849,-1,,51
850,-1,,45
851,-1,,46
852,-1,,40
853,-1,,50
854,-1,,44
855,-1,,51
856,-1,,36
857,-1,,48
858,-1,,45
859,-1,,48
860,-1,,38
861,-1,,47
862,-1,,50
863,-1,,60
864,-1,,57
865,-1,,42
866,-1,,59
867,-1,,37
868,-1,,34
869,-1,,45
870,-1,,45
871,-1,,50
872,-1,,40
873,-1,,48
874,-1,,64
875,-1,,64
876,-1,,55
877,-1,,45
878,-1,,64
879,-1,,61
880,-1,,58
881,-1,,51
882,-1,,64
883,-1,,64
884,-1,,52
885,-1,,59
886,-1,,46
887,-1,,64
888,-1,,37
889,-1,,45
890,-1,,62
891,-1,,36
892,-1,,46
893,-1,,31
894,-1,,60
895,-1,,41
896,-1,,43
897,-1,,58
898,-1,,50
899,-1,,64
900,-1,,59
901,-1,,61
902,-1,,53
903,-1,,39
904,-1,,51
905,-1,,45
906,-1,,46
907,-1,,30
908,-1,,48
909,-1,,52
910,-1,,49
911,-1,,49
912,-1,,55
913,-1,,47
914,-1,,50
915,-1,,29
916,-1,,48
917,-1,,58
918,-1,,53
919,-1,,41
920,-1,,53
921,-1,,49
922,-1,,64
923,-1,,57
924,-1,,53
925,-1,,40
926,-1,,62
927,-1,,40
928,-1,,41
929,-1,,42
930,-1,,62
931,-1,,52
932,-1,,51
933,-1,,33
934,-1,,53
935,-1,,43
936,-1,,47
937,-1,,29
938,-1,,56
939,-1,,32
940,-1,,52
941,-1,,45
942,-1,,57
943,-1,,46
944,-1,,53
945,-1,,45
946,-1,,64
947,-1,,54
948,-1,,44
949,-1,,36
950,-1,,48
951,-1,,37
952,-1,,39
953,-1,,42
954,-1,,53
955,-1,,56
956,-1,,45
957,-1,,24
958,-1,,46
959,-1,,28
960,-1,,45
961,-1,,64
962,-1,,50
963,-1,,64
964,-1,,52
965,-1,,50
966,-1,,58
967,-1,,59
968,-1,,47
969,-1,,51
970,-1,,56
971,-1,,40
972,-1,,38
973,-1,,31
974,-1,,62
975,-1,,31
976,-1,,53
977,-1,,42
978,-1,,53
979,-1,,55
980,-1,,40
981,-1,,36
982,-1,,49
983,-1,,41
984,-1,,54
985,-1,,55
986,-1,,46
987,-1,,62
988,-1,,47
989,-1,,54
990,-1,,50
991,-1,,64
992,-1,,37
993,-1,,42
994,-1,,40
995,-1,,47
996,-1,,32
997,-1,,40
998,-1,,46
999,-1,,49
1000,-1,,48
1001,-1,,31
1002,-1,,59
1003,-1,,38
1004,-1,,41
1005,-1,,35
1006,-1,,44
1007,-1,,52
1008,-1,,39
1009,-1,,53
1010,-1,,54
1011,-1,,64
1012,-1,,34
1013,-1,,47
1014,-1,,39
1015,-1,,52
1016,-1,,36
1017,-1,,34
1018,-1,,40
1019,-1,,40
1020,-1,,46
1021,-1,,43
1022,-1,,43
1023,-1,,48
1024,-1,,46
1025,-1,,43
1026,-1,,47
1027,-1,,38
1028,-1,,58
1029,-1,,53
1030,-1,,57
1031,-1,,57
1032,-1,,50
1033,-1,,45
1034,-1,,58
1035,-1,,44
1036,-1,,39
1037,-1,,33
1038,-1,,41
1039,-1,,43
1040,-1,,45
1041,-1,,51
1042,-1,,55
1043,-1,,54
1044,-1,,39
1045,-1,,40
1046,-1,,44
1047,-1,,42
1048,-1,,49
1049,-1,,50
1050,-1,,54
1051,-1,,48
1052,-1,,42
1053,-1,,42
1054,-1,,54
1055,-1,,40
1056,-1,,44
1057,-1,,38
1058,-1,,57
1059,-1,,48
1060,-1,,47
1061,-1,,54
1062,-1,,43
1063,-1,,44
1064,-1,,45
1065,-1,,41
1066,-1,,58
1067,-1,,41
1068,-1,,45
1069,-1,,44
1070,-1,,58
1071,-1,,49
1072,-1,,64
1073,-1,,64
1074,-1,,59
1075,-1,,64
1076,-1,,38
1077,-1,,30
1078,-1,,53
1079,-1,,42
1080,-1,,31
1081,-1,,26
1082,-1,,35
1083,-1,,32
1084,-1,,41
1085,-1,,54
1086,-1,,52
1087,-1,,58
1088,-1,,44
1089,-1,,33
1090,-1,,47
1091,-1,,32
1092,-1,,54
1093,-1,,39
1094,-1,,56
1095,-1,,53
1096,-1,,42
1097,-1,,61
1098,-1,,50
1099,-1,,55
1100,-1,,40
1101,-1,,41
1102,-1,,52
1103,-1,,57
1104,-1,,48
1105,-1,,57
1106,-1,,50
1107,-1,,60
1108,-1,,53
1109,-1,,64
1110,-1,,60
1111,-1,,58
1112,-1,,40
1113,-1,,37
1114,-1,,48
1115,-1,,30
1116,-1,,39
1117,-1,,35
1118,-1,,44
1119,-1,,41
1120,-1,,37
1121,-1,,31
1122,-1,,40
1123,-1,,42
1124,-1,,53
1125,-1,,31
1126,-1,,51
1127,-1,,28
1128,-1,,41
1129,-1,,31
1130,-1,,42
1131,-1,,31
1132,-1,,46
1133,-1,,42
1134,-1,,48
1135,-1,,41
1136,-1,,39
1137,-1,,38
1138,-1,,42
1139,-1,,37
1140,-1,,49
1141,-1,,41
1142,-1,,47
1143,-1,,39
1144,-1,,52
1145,-1,,49
1146,-1,,43
1147,-1,,51
1148,-1,,51
1149,-1,,48
1150,-1,,53
1151,-1,,58
1152,-1,,41
1153,-1,,36
1154,-1,,52
1155,-1,,54
1156,-1,,44
1157,-1,,47
1158,-1,,60
1159,-1,,62
1160,-1,,43
1161,-1,,42
1162,-1,,40
1163,-1,,37
1164,-1,,45
1165,-1,,45
1166,-1,,45
1167,-1,,49
1168,-1,,38
1169,-1,,39
1170,-1,,47
1171,-1,,39
1172,-1,,38
1173,-1,,41
1174,-1,,38
1175,-1,,38
1176,-1,,41
1177,-1,,35
1178,-1,,50
1179,-1,,42
1180,-1,,53
1181,-1,,64
1182,-1,,64
1183,-1,,55
1184,-1,,43
1185,-1,,35
1186,-1,,43
1187,-1,,35
1188,-1,,49
1189,-1,,41
1190,-1,,47
1191,-1,,43
1192,-1,,45
1193,-1,,57
1194,-1,,41
1195,-1,,50
1196,-1,,47
1197,-1,,57
1198,-1,,52
1199,-1,,54
1200,-1,,44
1201,-1,,46
1202,-1,,36
1203,-1,,54
1204,-1,,40
1205,-1,,51
1206,-1,,46
1207,-1,,51
1208,-1,,31
1209,-1,,36
1210,-1,,45
1211,-1,,38
1212,-1,,38
1213,-1,,37
1214,-1,,47
1215,-1,,35
1216,-1,,35
1217,-1,,41
1218,-1,,37
1219,-1,,53
1220,-1,,40
1221,-1,,35
1222,-1,,44
1223,-1,,38
1224,-1,,48
1225,-1,,45
1226,-1,,64
1227,-1,,38
1228,-1,,40
1229,-1,,33
1230,-1,,46
1231,-1,,33
1232,-1,,37
1233,-1,,45
1234,-1,,50
1235,-1,,40
1236,-1,,50
1237,-1,,37
1238,-1,,52
1239,-1,,38
1240,-1,,52
1241,-1,,49
1242,-1,,57
1243,-1,,51
1244,-1,,40
1245,-1,,31
1246,-1,,44
1247,-1,,29
1248,-1,,35
1249,-1,,35
1250,-1,,48
1251,-1,,53
1252,-1,,50
1253,-1,,47
1254,-1,,53
1255,-1,,47
1256,-1,,41
1257,-1,,39
1258,-1,,41
1259,-1,,41
1260,-1,,51
1261,-1,,47
1262,-1,,49
1263,-1,,53
1264,-1,,47
1265,-1,,43
1266,-1,,47
1267,-1,,49
1268,-1,,42
1269,-1,,39
1270,-1,,41
1271,-1,,36
1272,-1,,48
1273,-1,,43
1274,-1,,57
1275,-1,,58
1276,-1,,43
1277,-1,,64
1278,-1,,51
1279,-1,,46
1280,-1,,44
1281,-1,,64
1282,-1,,53
1283,-1,,56
1284,-1,,49
1285,-1,,49
1286,-1,,49
1287,-1,,46
1288,-1,,42
1289,-1,,49
1290,-1,,56
1291,-1,,50
1292,-1,,48
1293,-1,,47
1294,-1,,35
1295,-1,,42
1296,-1,,40
1297,-1,,40
1298,-1,,64
1299,-1,,52
1300,-1,,36
1301,-1,,42
1302,-1,,52
1303,-1,,41
1304,-1,,42
1305,-1,,51
1306,-1,,40
1307,-1,,51
1308,-1,,49
1309,-1,,48
1310,-1,,37
1311,-1,,51
1312,-1,,64
1313,-1,,40
1314,-1,,46
1315,-1,,38
1316,-1,,48
1317,-1,,39
1318,-1,,64
1319,-1,,31
1320,-1,,37
1321,-1,,36
1322,-1,,44
1323,-1,,53
1324,-1,,28
1325,-1,,34
1326,-1,,40
1327,-1,,50
1328,-1,,36
1329,-1,,37
1330,-1,,40
1331,-1,,39
1332,-1,,64
1333,-1,,47
1334,-1,,40
1335,-1,,43
1336,-1,,59
1337,-1,,36
1338,-1,,43
1339,-1,,39
1340,-1,,48
1341,-1,,40
1342,-1,,48
1343,-1,,44
1344,-1,,57
1345,-1,,64
1346,-1,,47
1347,-1,,62
1348,-1,,53
1349,-1,,46
1350,-1,,41
1351,-1,,46
1352,-1,,57
1353,-1,,63
1354,-1,,60
1355,-1,,62
1356,-1,,58
1357,-1,,51
1358,-1,,36
1359,-1,,45
1360,-1,,34
1361,-1,,30
1362,-1,,35
1363,-1,,30
1364,-1,,52
1365,-1,,44
1366,-1,,45
1367,-1,,43
1368,-1,,64
1369,-1,,37
1370,-1,,54
1371,-1,,35
1372,-1,,45
1373,-1,,44
1374,-1,,41
1375,-1,,52
1376,-1,,41
1377,-1,,40
1378,-1,,45
1379,-1,,59
1380,-1,,38
1381,-1,,46
1382,-1,,39
1383,-1,,54
1384,-1,,36
1385,-1,,31
1386,-1,,38
1387,-1,,42
1388,-1,,40
1389,-1,,42
1390,-1,,52
1391,-1,,52
1392,-1,,54
1393,-1,,40
1394,-1,,47
1395,-1,,32
1396,-1,,52
1397,-1,,56
1398,-1,,49
1399,-1,,64
1400,-1,,64
1401,-1,,64
1402,-1,,64
1403,-1,,57
1404,-1,,64
1405,-1,,64
1406,-1,,64
1407,-1,,61
1408,-1,,44
1409,-1,,31
1410,-1,,54
1411,-1,,47
1412,-1,,42
1413,-1,,49
1414,-1,,55
1415,-1,,40
1416,-1,,44
1417,-1,,42
1418,-1,,43
1419,-1,,51
1420,-1,,54
1421,-1,,58
1422,-1,,55
1423,-1,,51
1424,-1,,44
1425,-1,,52
1426,-1,,59
1427,-1,,59
1428,-1,,44
1429,-1,,54
1430,-1,,63
1431,-1,,54
1432,-1,,52
1433,-1,,47
1434,-1,,49
1435,-1,,53
1436,-1,,40
1437,-1,,57
1438,-1,,56
1439,-1,,63
1440,-1,,44
1441,-1,,36
1442,-1,,46
1443,-1,,41
1444,-1,,42
1445,-1,,52
1446,-1,,41
1447,-1,,45
1448,-1,,54
1449,-1,,64
1450,-1,,52
1451,-1,,58
1452,-1,,47
1453,-1,,63
1454,-1,,47
1455,-1,,63
1456,-1,,48
1457,-1,,60
1458,-1,,54
1459,-1,,58
1460,-1,,48
1461,-1,,62
1462,-1,,51
1463,-1,,54
1464,-1,,52
1465,-1,,64
1466,-1,,51
1467,-1,,64
1468,-1,,37
1469,-1,,64
1470,-1,,51
1471,-1,,59
1472,-1,,43
1473,-1,,47
1474,-1,,47
1475,-1,,46
1476,-1,,64
1477,-1,,64
1478,-1,,64
1479,-1,,64
1480,-1,,64
1481,-1,,64
1482,-1,,64
1483,-1,,64
1484,-1,,49
1485,-1,,64
1486,-1,,49
1487,-1,,64
1488,-1,,64
1489,-1,,64
1490,-1,,64
1491,-1,,64
1492,-1,,53
1493,-1,,64
1494,-1,,53
1495,-1,,64
1496,-1,,64
1497,-1,,64
1498,-1,,64
1499,-1,,64
1500,-1,,64
1501,-1,,55
1502,-1,,64
1503,-1,,55
1504,-1,,63
1505,-1,,58
1506,-1,,55
1507,-1,,64
1508,-1,,44
1509,-1,,59
1510,-1,,56
1511,-1,,59
1512,-1,,64
1513,-1,,64
1514,-1,,64
1515,-1,,64
1516,-1,,64
1517,-1,,64
1518,-1,,64
1519,-1,,64
1520,-1,,36
1521,-1,,49
1522,-1,,42
1523,-1,,49
1524,-1,,64
1525,-1,,64
1526,-1,,52
1527,-1,,52
1528,-1,,64
1529,-1,,64
1530,-1,,64
1531,-1,,64
1532,-1,,64
1533,-1,,64
1534,-1,,64
1535,-1,,64
1536,-1,,61
1537,-1,,64
1538,-1,,61
1539,-1,,64
1540,-1,,64
1541,-1,,48
1542,-1,,64
1543,-1,,64
1544,-1,,64
1545,-1,,64
1546,-1,,64
1547,-1,,64
1548,-1,,62
1549,-1,,64
1550,-1,,64
1551,-1,,64
1552,-1,,64
1553,-1,,64
1554,-1,,64
1555,-1,,64
1556,-1,,41
1557,-1,,55
1558,-1,,57
1559,-1,,64
1560,-1,,59
1561,-1,,61
1562,-1,,64
1563,-1,,64
1564,-1,,57
1565,-1,,64
1566,-1,,64
1567,-1,,64
1568,-1,,55
1569,-1,,64
1570,-1,,64
1571,-1,,64
1572,-1,,64
1573,-1,,64
1574,-1,,64
1575,-1,,61
1576,-1,,43
1577,-1,,56
1578,-1,,44
1579,-1,,55
1580,-1,,56
1581,-1,,55
1582,-1,,59
1583,-1,,58
1584,-1,,55
1585,-1,,64
1586,-1,,64
1587,-1,,64
1588,-1,,44
1589,-1,,61
1590,-1,,51
1591,-1,,61
1592,-1,,39
1593,-1,,62
1594,-1,,51
1595,-1,,64
1596,-1,,63
1597,-1,,64
1598,-1,,62
1599,-1,,64
1600,-1,,37
1601,-1,,41
1602,-1,,53
1603,-1,,57
1604,-1,,52
1605,-1,,57
1606,-1,,57
1607,-1,,64
1608,-1,,53
1609,-1,,48
1610,-1,,53
1611,-1,,48
1612,-1,,56
1613,-1,,63
1614,-1,,64
1615,-1,,64
1616,-1,,64
1617,-1,,64
1618,-1,,64
1619,-1,,64
1620,-1,,64
1621,-1,,64
1622,-1,,64
1623,-1,,64
1624,-1,,48
1625,-1,,60
1626,-1,,59
1627,-1,,64
1628,-1,,51
1629,-1,,64
1630,-1,,64
1631,-1,,64
1632,-1,,56
1633,-1,,64
1634,-1,,64
1635,-1,,64
1636,-1,,64
1637,-1,,64
1638,-1,,64
1639,-1,,64
1640,-1,,64
1641,-1,,64
1642,-1,,64
1643,-1,,53
1644,-1,,64
1645,-1,,64
1646,-1,,64
1647,-1,,64
1648,-1,,64
1649,-1,,64
1650,-1,,64
1651,-1,,64
1652,-1,,59
1653,-1,,64
1654,-1,,64
1655,-1,,64
1656,-1,,49
1657,-1,,51
1658,-1,,49
1659,-1,,51
1660,-1,,64
1661,-1,,64
