sample_index,pid,split,dataset_file_path,image_path,raw_path,original_width,original_height
10,186,train,HoGuom_00/00187_00004565.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00187_00004565.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00010_pid186_HoGuom_00_00187_00004565.raw,148,475
11,429,train,HoGuom_00/00430_00014655.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00430_00014655.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00011_pid429_HoGuom_00_00430_00014655.raw,102,287
12,469,train,HoGuom_00/00470_00016555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00470_00016555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00012_pid469_HoGuom_00_00470_00016555.raw,224,465
13,110,train,HoGuom_00/00111_00001855.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00111_00001855.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00013_pid110_HoGuom_00_00111_00001855.raw,76,196
14,589,train,HoGuom_00/00590_00006235.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00590_00006235.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00014_pid589_HoGuom_00_00590_00006235.raw,247,680
15,1204,train,HoGuom_01/01205_00002925.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01205_00002925.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00015_pid1204_HoGuom_01_01205_00002925.raw,220,618
16,793,train,HoGuom_01/00794_00002100.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00794_00002100.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00016_pid793_HoGuom_01_00794_00002100.raw,136,357
17,159,train,HoGuom_00/00160_00003945.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00160_00003945.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00017_pid159_HoGuom_00_00160_00003945.raw,114,357
18,1771,train,DHHN_HVBCVT_00/01772_00001140.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01772_00001140.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00018_pid1771_DHHN_HVBCVT_00_01772_00001140.raw,75,179
19,449,train,HoGuom_00/00450_00015365.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00450_00015365.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00019_pid449_HoGuom_00_00450_00015365.raw,174,544
20,176,train,HoGuom_00/00177_00004520.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00177_00004520.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00020_pid176_HoGuom_00_00177_00004520.raw,177,432
21,579,train,HoGuom_00/00580_00005465.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00580_00005465.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00021_pid579_HoGuom_00_00580_00005465.raw,107,327
22,810,train,HoGuom_01/00811_00002580.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00811_00002580.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00022_pid810_HoGuom_01_00811_00002580.raw,101,203
23,1947,train,DHGTVT_00/01948_00011460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHGTVT_00/01948_00011460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00023_pid1947_DHGTVT_00_01948_00011460.raw,71,203
24,731,train,HoGuom_00/00732_00012190.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00732_00012190.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00024_pid731_HoGuom_00_00732_00012190.raw,205,459
25,1779,train,DHHN_HVBCVT_00/01780_00001395.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01780_00001395.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00025_pid1779_DHHN_HVBCVT_00_01780_00001395.raw,221,633
26,1317,train,HoGuom_01/01318_00008370.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01318_00008370.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00026_pid1317_HoGuom_01_01318_00008370.raw,160,397
27,1264,train,HoGuom_01/01265_00008700.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01265_00008700.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00027_pid1264_HoGuom_01_01265_00008700.raw,149,263
28,546,train,HoGuom_00/00547_00003955.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00547_00003955.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00028_pid546_HoGuom_00_00547_00003955.raw,171,265
29,595,train,HoGuom_00/00596_00006220.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00596_00006220.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00029_pid595_HoGuom_00_00596_00006220.raw,106,255
30,1666,train,DHHN_HVBCVT_00/01667_00047640.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01667_00047640.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00030_pid1666_DHHN_HVBCVT_00_01667_00047640.raw,106,206
31,738,train,HoGuom_00/00739_00012340.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00739_00012340.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00031_pid738_HoGuom_00_00739_00012340.raw,155,480
32,125,train,HoGuom_00/00126_00002260.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00126_00002260.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00032_pid125_HoGuom_00_00126_00002260.raw,288,602
33,27,train,TRAINNING_DATA/Person28/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TRAINNING_DATA/Person28/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00033_pid27_TRAINNING_DATA_Person28_output_6.raw,167,292
34,864,train,HoGuom_01/00865_00010650.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00865_00010650.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00034_pid864_HoGuom_01_00865_00010650.raw,85,231
35,154,train,HoGuom_00/00155_00003525.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00155_00003525.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00035_pid154_HoGuom_00_00155_00003525.raw,274,291
36,1045,train,HoGuom_01/01046_00000360.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01046_00000360.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00036_pid1045_HoGuom_01_01046_00000360.raw,100,267
37,49,train,TEST_DATA/Person50.2/output_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person50.2/output_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00037_pid49_TEST_DATA_Person50.2_output_2.raw,53,188
38,436,train,HoGuom_00/00437_00014820.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00437_00014820.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00038_pid436_HoGuom_00_00437_00014820.raw,88,244
39,1862,train,DHGTVT_00/01863_00003080.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHGTVT_00/01863_00003080.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00039_pid1862_DHGTVT_00_01863_00003080.raw,97,193
40,1368,train,HoGuom_01/01369_00006270.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01369_00006270.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00040_pid1368_HoGuom_01_01369_00006270.raw,148,411
41,314,train,HoGuom_00/00315_00010275.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00315_00010275.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00041_pid314_HoGuom_00_00315_00010275.raw,259,546
42,1656,train,DHHN_HVBCVT_00/01657_00043110.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01657_00043110.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00042_pid1656_DHHN_HVBCVT_00_01657_00043110.raw,80,259
43,1272,train,HoGuom_01/01273_00007770.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01273_00007770.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00043_pid1272_HoGuom_01_01273_00007770.raw,76,173
44,681,train,HoGuom_00/00682_00009730.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00682_00009730.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00044_pid681_HoGuom_00_00682_00009730.raw,198,690
45,913,train,HoGuom_01/00914_00005070.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00914_00005070.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00045_pid913_HoGuom_01_00914_00005070.raw,70,181
46,94,train,HoGuom_00/00095_00001075.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00095_00001075.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00046_pid94_HoGuom_00_00095_00001075.raw,75,167
47,1679,train,DHHN_HVBCVT_00/01680_00001335.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01680_00001335.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00047_pid1679_DHHN_HVBCVT_00_01680_00001335.raw,93,238
48,727,train,HoGuom_00/00728_00012325.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00728_00012325.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00048_pid727_HoGuom_00_00728_00012325.raw,85,276
49,733,train,HoGuom_00/00734_00012555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00734_00012555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00049_pid733_HoGuom_00_00734_00012555.raw,85,251
50,538,train,HoGuom_00/00539_00003555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00539_00003555.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00050_pid538_HoGuom_00_00539_00003555.raw,186,508
51,1145,train,HoGuom_01/01146_00002040.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01146_00002040.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00051_pid1145_HoGuom_01_01146_00002040.raw,134,313
52,385,train,HoGuom_00/00386_00012850.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00386_00012850.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00052_pid385_HoGuom_00_00386_00012850.raw,183,609
53,1000,train,HoGuom_01/01001_00010015.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01001_00010015.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00053_pid1000_HoGuom_01_01001_00010015.raw,63,164
54,1155,train,HoGuom_01/01156_00000120.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01156_00000120.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00054_pid1155_HoGuom_01_01156_00000120.raw,101,145
55,1287,train,HoGuom_01/01288_00006660.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01288_00006660.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00055_pid1287_HoGuom_01_01288_00006660.raw,98,269
56,1033,train,HoGuom_01/01034_00000061.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01034_00000061.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00056_pid1033_HoGuom_01_01034_00000061.raw,122,280
57,1435,train,HoGuom_01/01436_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01436_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00057_pid1435_HoGuom_01_01436_2.raw,93,361
58,541,train,HoGuom_00/00542_00003610.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00542_00003610.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00058_pid541_HoGuom_00_00542_00003610.raw,238,578
59,14,train,TEST_DATA/Person15.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person15.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00059_pid14_TEST_DATA_Person15.2_output_6.raw,91,264
60,1540,train,DHHN_HVBCVT_00/01541_00001590.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01541_00001590.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00060_pid1540_DHHN_HVBCVT_00_01541_00001590.raw,213,662
61,635,train,HoGuom_00/00636_00007545.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00636_00007545.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00061_pid635_HoGuom_00_00636_00007545.raw,73,203
62,839,train,HoGuom_01/00840_00009480.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00840_00009480.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00062_pid839_HoGuom_01_00840_00009480.raw,81,195
63,1144,train,HoGuom_01/01145_00000735.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01145_00000735.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00063_pid1144_HoGuom_01_01145_00000735.raw,171,509
64,143,train,HoGuom_00/00144_00003080.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00144_00003080.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00064_pid143_HoGuom_00_00144_00003080.raw,217,447
65,918,train,HoGuom_01/00919_00008460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00919_00008460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00065_pid918_HoGuom_01_00919_00008460.raw,76,203
66,671,train,HoGuom_00/00672_00008740.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00672_00008740.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00066_pid671_HoGuom_00_00672_00008740.raw,100,261
67,65,train,TEST_DATA/Person66.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person66.2/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00067_pid65_TEST_DATA_Person66.2_output_6.raw,121,269
68,740,train,HoGuom_00/00741_00012235.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00741_00012235.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00068_pid740_HoGuom_00_00741_00012235.raw,76,208
69,1332,train,HoGuom_01/01333_00005715.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01333_00005715.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00069_pid1332_HoGuom_01_01333_00005715.raw,82,252
70,487,train,HoGuom_00/00488_00017380.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00488_00017380.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00070_pid487_HoGuom_00_00488_00017380.raw,167,541
71,1009,train,HoGuom_01/01010_00000795.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01010_00000795.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00071_pid1009_HoGuom_01_01010_00000795.raw,163,329
72,418,train,HoGuom_00/00419_00014645.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00419_00014645.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00072_pid418_HoGuom_00_00419_00014645.raw,217,538
73,105,train,HoGuom_00/00106_00001870.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00106_00001870.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00073_pid105_HoGuom_00_00106_00001870.raw,119,284
74,63,train,TEST_DATA/Person64.2/output_9.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person64.2/output_9.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00074_pid63_TEST_DATA_Person64.2_output_9.raw,117,256
75,1632,train,DHHN_HVBCVT_00/01633_00033150.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01633_00033150.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00075_pid1632_DHHN_HVBCVT_00_01633_00033150.raw,64,138
76,336,train,HoGuom_00/00337_00010720.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00337_00010720.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00076_pid336_HoGuom_00_00337_00010720.raw,120,241
77,1266,train,HoGuom_01/01267_00004440.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/01267_00004440.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00077_pid1266_HoGuom_01_01267_00004440.raw,215,687
78,1957,train,DHGTVT_00/01958_00014460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHGTVT_00/01958_00014460.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00078_pid1957_DHGTVT_00_01958_00014460.raw,87,308
